2024-07-16 14:25:27,128 INFO  Logger.cs: 70 - 
2024-07-16 15:00:02,385 INFO  ExportHelperExtension.cs: 1136 - Found 29 in cable_spacer-1
2024-07-16 15:00:02,386 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in cable_spacer-1
2024-07-16 15:00:02,386 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from dip_spacer-1
2024-07-16 15:00:02,387 INFO  ExportHelperExtension.cs: 1136 - Found 29 in dip_spacer-1
2024-07-16 15:00:02,387 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in dip_spacer-1
2024-07-16 15:00:02,388 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from fpx330-h101-9
2024-07-16 15:00:02,388 INFO  ExportHelperExtension.cs: 1136 - Found 24 in fpx330-h101-9
2024-07-16 15:00:02,389 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in fpx330-h101-9
2024-07-16 15:00:02,389 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from cable_spacer-3
2024-07-16 15:00:02,390 INFO  ExportHelperExtension.cs: 1136 - Found 29 in cable_spacer-3
2024-07-16 15:00:02,390 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in cable_spacer-3
2024-07-16 15:00:02,391 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from fpx330-h101-10
2024-07-16 15:00:02,391 INFO  ExportHelperExtension.cs: 1136 - Found 24 in fpx330-h101-10
2024-07-16 15:00:02,392 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in fpx330-h101-10
2024-07-16 15:00:02,392 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from XL,XC-330-14
2024-07-16 15:00:02,393 INFO  ExportHelperExtension.cs: 1136 - Found 44 in XL,XC-330-14
2024-07-16 15:00:02,393 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in XL,XC-330-14
2024-07-16 15:00:02,394 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from mcp_bracket-5
2024-07-16 15:00:02,394 INFO  ExportHelperExtension.cs: 1136 - Found 32 in mcp_bracket-5
2024-07-16 15:00:02,395 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in mcp_bracket-5
2024-07-16 15:00:02,395 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from XL,XC-330-9
2024-07-16 15:00:02,396 INFO  ExportHelperExtension.cs: 1136 - Found 44 in XL,XC-330-9
2024-07-16 15:00:02,397 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in XL,XC-330-9
2024-07-16 15:00:02,397 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from fpx330-s101-7
2024-07-16 15:00:02,398 INFO  ExportHelperExtension.cs: 1136 - Found 24 in fpx330-s101-7
2024-07-16 15:00:02,398 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in fpx330-s101-7
2024-07-16 15:00:02,399 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from mcp_bracket-4
2024-07-16 15:00:02,399 INFO  ExportHelperExtension.cs: 1136 - Found 32 in mcp_bracket-4
2024-07-16 15:00:02,400 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in mcp_bracket-4
2024-07-16 15:00:02,400 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from XL,XC-330-12
2024-07-16 15:00:02,401 INFO  ExportHelperExtension.cs: 1136 - Found 44 in XL,XC-330-12
2024-07-16 15:00:02,401 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in XL,XC-330-12
2024-07-16 15:00:02,402 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from fpx330-s102-6
2024-07-16 15:00:02,402 INFO  ExportHelperExtension.cs: 1136 - Found 24 in fpx330-s102-6
2024-07-16 15:00:02,403 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in fpx330-s102-6
2024-07-16 15:00:02,403 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from fpx330-s101-9
2024-07-16 15:00:02,404 INFO  ExportHelperExtension.cs: 1136 - Found 24 in fpx330-s101-9
2024-07-16 15:00:02,404 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in fpx330-s101-9
2024-07-16 15:00:02,405 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from finger_tip-4
2024-07-16 15:00:02,405 INFO  ExportHelperExtension.cs: 1136 - Found 28 in finger_tip-4
2024-07-16 15:00:02,406 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in finger_tip-4
2024-07-16 15:00:02,406 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from dip_spacer-4
2024-07-16 15:00:02,407 INFO  ExportHelperExtension.cs: 1136 - Found 29 in dip_spacer-4
2024-07-16 15:00:02,407 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in dip_spacer-4
2024-07-16 15:00:02,408 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from fpx330-h101-11
2024-07-16 15:00:02,408 INFO  ExportHelperExtension.cs: 1136 - Found 24 in fpx330-h101-11
2024-07-16 15:00:02,409 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in fpx330-h101-11
2024-07-16 15:00:02,409 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from fpx330-s101-10
2024-07-16 15:00:02,410 INFO  ExportHelperExtension.cs: 1136 - Found 24 in fpx330-s101-10
2024-07-16 15:00:02,412 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in fpx330-s101-10
2024-07-16 15:00:02,413 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from XL,XC-330-10
2024-07-16 15:00:02,413 INFO  ExportHelperExtension.cs: 1136 - Found 44 in XL,XC-330-10
2024-07-16 15:00:02,414 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in XL,XC-330-10
2024-07-16 15:00:02,415 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from XL,XC-330-11
2024-07-16 15:00:02,415 INFO  ExportHelperExtension.cs: 1136 - Found 44 in XL,XC-330-11
2024-07-16 15:00:02,416 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in XL,XC-330-11
2024-07-16 15:00:02,416 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from cable_spacer-4
2024-07-16 15:00:02,417 INFO  ExportHelperExtension.cs: 1136 - Found 29 in cable_spacer-4
2024-07-16 15:00:02,417 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in cable_spacer-4
2024-07-16 15:00:02,418 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from fpx330-s101-8
2024-07-16 15:00:02,418 INFO  ExportHelperExtension.cs: 1136 - Found 24 in fpx330-s101-8
2024-07-16 15:00:02,419 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in fpx330-s101-8
2024-07-16 15:00:02,419 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from fpx330-h101-12
2024-07-16 15:00:02,420 INFO  ExportHelperExtension.cs: 1136 - Found 24 in fpx330-h101-12
2024-07-16 15:00:02,420 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in fpx330-h101-12
2024-07-16 15:00:02,421 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from XL,XC-330-13
2024-07-16 15:00:02,421 INFO  ExportHelperExtension.cs: 1136 - Found 44 in XL,XC-330-13
2024-07-16 15:00:02,422 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in XL,XC-330-13
2024-07-16 15:00:02,422 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from XL,XC-330-15
2024-07-16 15:00:02,423 INFO  ExportHelperExtension.cs: 1136 - Found 44 in XL,XC-330-15
2024-07-16 15:00:02,423 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in XL,XC-330-15
2024-07-16 15:00:02,424 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from fpx330-h101-8
2024-07-16 15:00:02,424 INFO  ExportHelperExtension.cs: 1136 - Found 24 in fpx330-h101-8
2024-07-16 15:00:02,424 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in fpx330-h101-8
2024-07-16 15:00:02,425 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from dip_spacer-3
2024-07-16 15:00:02,425 INFO  ExportHelperExtension.cs: 1136 - Found 29 in dip_spacer-3
2024-07-16 15:00:02,426 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in dip_spacer-3
2024-07-16 15:00:02,426 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from palm_lower-1
2024-07-16 15:00:02,427 INFO  ExportHelperExtension.cs: 1136 - Found 32 in palm_lower-1
2024-07-16 15:00:02,427 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in palm_lower-1
2024-07-16 15:00:02,428 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from cable_spacer-5
2024-07-16 15:00:02,428 INFO  ExportHelperExtension.cs: 1136 - Found 29 in cable_spacer-5
2024-07-16 15:00:02,429 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in cable_spacer-5
2024-07-16 15:00:02,429 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from XL,XC-330-23
2024-07-16 15:00:02,430 INFO  ExportHelperExtension.cs: 1136 - Found 44 in XL,XC-330-23
2024-07-16 15:00:02,430 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in XL,XC-330-23
2024-07-16 15:00:02,431 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from fpx330-s101-16
2024-07-16 15:00:02,431 INFO  ExportHelperExtension.cs: 1136 - Found 24 in fpx330-s101-16
2024-07-16 15:00:02,432 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in fpx330-s101-16
2024-07-16 15:00:02,432 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from fpx330-s102-9
2024-07-16 15:00:02,433 INFO  ExportHelperExtension.cs: 1136 - Found 24 in fpx330-s102-9
2024-07-16 15:00:02,433 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in fpx330-s102-9
2024-07-16 15:00:02,434 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from fpx330-s102-8
2024-07-16 15:00:02,434 INFO  ExportHelperExtension.cs: 1136 - Found 24 in fpx330-s102-8
2024-07-16 15:00:02,435 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in fpx330-s102-8
2024-07-16 15:00:02,435 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from finger_tip-5
2024-07-16 15:00:02,435 INFO  ExportHelperExtension.cs: 1136 - Found 28 in finger_tip-5
2024-07-16 15:00:02,436 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in finger_tip-5
2024-07-16 15:00:02,436 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from fpx330-h101-17
2024-07-16 15:00:02,437 INFO  ExportHelperExtension.cs: 1136 - Found 24 in fpx330-h101-17
2024-07-16 15:00:02,437 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in fpx330-h101-17
2024-07-16 15:00:02,438 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from XL,XC-330-25
2024-07-16 15:00:02,443 INFO  ExportHelperExtension.cs: 1136 - Found 44 in XL,XC-330-25
2024-07-16 15:00:02,444 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in XL,XC-330-25
2024-07-16 15:00:02,444 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from fpx330-s102-12
2024-07-16 15:00:02,456 INFO  ExportHelperExtension.cs: 1136 - Found 24 in fpx330-s102-12
2024-07-16 15:00:02,457 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in fpx330-s102-12
2024-07-16 15:00:02,457 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from cable_spacer-8
2024-07-16 15:00:02,458 INFO  ExportHelperExtension.cs: 1136 - Found 29 in cable_spacer-8
2024-07-16 15:00:02,458 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in cable_spacer-8
2024-07-16 15:00:02,459 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from fpx330-h101-18
2024-07-16 15:00:02,459 INFO  ExportHelperExtension.cs: 1136 - Found 24 in fpx330-h101-18
2024-07-16 15:00:02,460 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in fpx330-h101-18
2024-07-16 15:00:02,460 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from fpx330-s102-7
2024-07-16 15:00:02,461 INFO  ExportHelperExtension.cs: 1136 - Found 24 in fpx330-s102-7
2024-07-16 15:00:02,461 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in fpx330-s102-7
2024-07-16 15:00:02,462 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from XL,XC-330-26
2024-07-16 15:00:02,462 INFO  ExportHelperExtension.cs: 1136 - Found 44 in XL,XC-330-26
2024-07-16 15:00:02,463 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in XL,XC-330-26
2024-07-16 15:00:02,463 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from XL,XC-330-16
2024-07-16 15:00:02,463 INFO  ExportHelperExtension.cs: 1136 - Found 44 in XL,XC-330-16
2024-07-16 15:00:02,464 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in XL,XC-330-16
2024-07-16 15:00:02,464 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from fpx330-s101-12
2024-07-16 15:00:02,465 INFO  ExportHelperExtension.cs: 1136 - Found 24 in fpx330-s101-12
2024-07-16 15:00:02,465 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in fpx330-s101-12
2024-07-16 15:00:02,466 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from XL,XC-330-22
2024-07-16 15:00:02,466 INFO  ExportHelperExtension.cs: 1136 - Found 44 in XL,XC-330-22
2024-07-16 15:00:02,467 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in XL,XC-330-22
2024-07-16 15:00:02,467 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from fpx330-s101-11
2024-07-16 15:00:02,467 INFO  ExportHelperExtension.cs: 1136 - Found 24 in fpx330-s101-11
2024-07-16 15:00:02,468 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in fpx330-s101-11
2024-07-16 15:00:02,468 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from fpx330-h101-13
2024-07-16 15:00:02,469 INFO  ExportHelperExtension.cs: 1136 - Found 24 in fpx330-h101-13
2024-07-16 15:00:02,469 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in fpx330-h101-13
2024-07-16 15:00:02,470 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from palm_upper_no_holes-1
2024-07-16 15:00:02,470 INFO  ExportHelperExtension.cs: 1136 - Found 25 in palm_upper_no_holes-1
2024-07-16 15:00:02,471 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in palm_upper_no_holes-1
2024-07-16 15:00:02,596 INFO  ExportPropertyManager.cs: 1142 - AfterClose called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2024-07-16 15:00:48,753 INFO  AssemblyExportForm.cs: 253 - Completing URDF export
2024-07-16 15:00:48,770 INFO  ConfigurationSerialization.cs: 276 - URDF Configuration found
